EmployeeID,EmployeeName,Employee_ID,Name,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Savings_Amount,Investments,Total_Expenditure,Profit,Class
EMP12684,Deepak Arora,21,Employee_21,HR,84325,5711,9945,1212,4059,63632,10902,6467,6804,4857,4553,3767,12349,33348,13343,High
EMP12685,Sanjay Sethi,9,Employee_9,Tech,83106,6377,9865,1449,3067,61710,8396,6994,6445,6287,2850,6629,5299,31306,18363,High
EMP12686,Sanjay Joshi,29,Employee_28,Sales,105372,7717,12646,2216,808,80078,15301,3646,6985,6359,3491,19100,6181,35713,21130,High
EMP12687,Sara Chaudhary,46,Employee_46,Tech,70150,5506,8288,1870,3150,50947,12744,6617,7367,6545,1819,18752,8625,35265,-11101,Low
EMP12688,Anika Das,7,Employee_7,Tech,50496,4658,6198,1432,2693,36175,16629,3586,10127,6194,1685,19330,12889,38084,-34051,Low
EMP12689,Vihaan Khan,16,Employee_16,Tech,61623,3341,7322,2785,1127,46688,6393,6993,13212,1568,4137,19198,13558,32714,-19000,Low
EMP12690,Rahul Kulkarni,16,Employee_16,Tech,61052,3435,7439,2828,1103,47134,6452,6944,13413,1584,4132,19631,13433,32394,-19305,Low
EMP12691,Ishaan Chaudhary,33,Employee_33,Finance,107834,7886,13029,1707,2150,85182,16515,5170,8156,5007,2082,3614,2664,36553,41506,High
EMP12692,Anika Gupta,4,Employee_4,Sales,50666,3698,6027,2550,3260,34432,6542,3684,6168,1742,2501,13319,10805,20989,-10420,Low
EMP12693,Diya Trivedi,4,Employee_4,Sales,50883,3567,6047,2565,3207,35122,6807,3772,6122,1814,2465,13282,10801,21049,-9938,Low
EMP12694,Diya Saxena,40,Employee_39,Tech,59555,4213,7155,2891,4230,39816,10853,5488,13365,2986,1852,2583,11596,34465,-9455,Low
EMP12695,Reyansh Rana,40,Employee_40,Marketing,81928,6732,9975,2781,1060,61290,17630,5304,5762,6326,3150,15033,12138,38200,-4928,Low
EMP12696,Shaurya Chaudhary,16,Employee_17,Tech,46956,5532,5616,2930,1860,30364,9356,7318,14262,5935,2698,9026,9733,39775,-27103,Low
EMP12697,Vivaan Malhotra,38,Employee_37,Tech,84075,12402,10150,2550,1755,56719,8751,4367,13193,2384,4618,15607,1433,33607,7360,Medium
EMP12698,Sara Reddy,38,Employee_39,Tech,58066,4099,7215,2864,4270,40999,10580,5558,13514,2906,1968,2372,11771,34867,-8165,Low
EMP12699,Amit Mehta,29,Employee_29,Sales,56982,6451,6780,1650,2537,39863,9175,6185,2346,6665,3681,11660,8318,27892,-8954,Low
EMP12700,Aditya Yadav,35,Employee_36,Marketing,35926,2910,4439,2864,871,24609,19736,5926,3436,6541,2025,5294,6718,37743,-26385,Low
EMP12701,Deepak Reddy,38,Employee_38,Finance,74781,9501,8758,1855,2604,51683,9161,4328,12734,6745,1393,14684,1618,34798,28,Low
EMP12702,Sara Verma,40,Employee_39,Tech,59351,4168,7149,2889,4325,40843,10844,5542,13460,2896,1958,2812,11720,34832,-8680,Low
EMP12703,Aadhya Sharma,50,Employee_50,Marketing,91962,4952,10887,1498,1514,72169,12546,4098,12996,4819,3702,19450,10100,38539,4461,Medium
EMP12704,Rahul Sharma,37,Employee_37,Tech,83689,12176,10012,2519,1819,57153,8900,4331,12979,2454,4628,15371,1241,32843,6231,Medium
EMP12705,Aadhya Reddy,35,Employee_35,Tech,44788,2524,5191,2797,1712,32317,13913,3277,13667,3991,3427,6574,8211,38423,-21014,Low
EMP12706,Shaurya Sethi,7,Employee_7,Tech,51449,4508,6025,1403,2699,36628,16614,3580,9992,6332,1704,19473,12912,37508,-34610,Low
EMP12707,Amit Trivedi,27,Employee_27,HR,51515,2798,5956,2067,1140,38168,19177,4569,1022,5971,1312,9416,7556,31669,-11443,Low
EMP12708,Aditya Jain,28,Employee_28,Sales,103827,7999,12504,2248,806,81929,15127,3655,6814,6341,3343,19117,6350,35153,20954,High
EMP12709,Deepak Trivedi,22,Employee_22,Tech,38885,3239,4621,1682,1351,27529,8885,4538,3108,5428,2819,6533,8056,24429,-12452,Low
EMP12710,Myra Sharma,13,Employee_14,Tech,96572,13551,11565,2805,2884,65698,18967,7127,10080,2649,1645,14310,13441,40109,-2935,Low
EMP12711,Rahul Chaudhary,7,Employee_7,Tech,49636,4591,6158,1425,2731,35996,16205,3631,9916,6329,1705,19610,12697,37991,-33622,Low
EMP12712,Reyansh Chaudhary,37,Employee_37,Tech,83775,12328,9902,2520,1733,56621,8747,4303,12976,2554,4585,15638,1520,33229,6966,Medium
EMP12713,Myra Sharma,22,Employee_22,Tech,38521,3357,4820,1720,1369,27331,9073,4611,3044,5507,2802,6396,8119,24835,-12648,Low
EMP12714,Aditya Jain,4,Employee_5,Tech,34745,4391,4148,2111,1602,23297,11188,3581,8919,3451,4413,14115,10589,31337,-31898,Low
EMP12715,Amit Trivedi,2,Employee_2,Marketing,84846,4759,10131,1177,2287,65988,8811,7132,9966,1274,3266,8534,12505,30481,15165,High
EMP12716,Amit Agarwal,27,Employee_27,HR,50338,2940,5994,2055,1201,37838,18990,4400,1331,5832,1214,9750,7500,31523,-9589,Low
EMP12717,Reyansh Sethi,21,Employee_21,HR,83436,5720,10135,1200,4054,62657,10922,6432,6726,4808,4532,3625,11775,33505,13397,High
EMP12718,Diya Kapoor,38,Employee_38,Finance,73161,9520,8772,1842,2533,51184,9375,4335,13036,6668,1427,14753,1588,34726,718,Low
EMP12719,Vivaan Verma,15,Employee_15,Sales,101240,14649,12163,2888,4895,65984,4946,7916,5118,4914,1084,5480,7064,24448,30019,High
EMP12720,Diya Singh,21,Employee_21,HR,83918,5766,9992,1193,4112,61609,10409,6351,6601,4832,4509,3932,12058,33298,13611,High
EMP12721,Ishaan Bansal,10,Employee_10,Tech,60796,7892,7562,2082,2628,42183,17306,7785,7021,5753,2624,13700,4688,40236,-16731,Low
EMP12722,Rohit Chaudhary,24,Employee_23,HR,67308,6398,8049,2808,1113,47459,12338,7561,1568,1510,3676,19597,14924,26322,-12727,Low
EMP12723,Pooja Thakur,38,Employee_39,Tech,59414,4166,7111,2894,4236,40007,10489,5521,13527,2870,1969,2668,11932,34415,-8420,Low
EMP12724,Myra Patel,5,Employee_5,Tech,35080,4526,4255,2092,1530,23310,11369,3610,8869,3409,4362,13870,10521,31611,-32738,Low
EMP12725,Ananya Thakur,1,Employee_1,Marketing,114348,6935,13655,2532,2751,88261,9251,4820,2370,1783,3754,19653,2400,21716,43855,High
EMP12726,Amit Verma,14,Employee_13,Tech,65379,8285,7562,1656,1327,46057,9930,6556,2696,4757,1027,10541,9113,24721,540,Low
EMP12727,Reyansh Sethi,21,Employee_21,HR,84269,5666,10130,1220,4005,62477,10802,6589,6634,4816,4500,4050,12050,33262,12879,High
EMP12728,Kavya Pandey,26,Employee_26,Marketing,67285,4782,8128,1113,4982,49556,6126,5653,782,1463,3398,17445,9315,17609,6113,Medium
EMP12729,Krishna Das,49,Employee_50,Marketing,91609,5051,10889,1506,1511,71721,12701,4060,13064,4807,3769,19503,10127,38240,5182,Medium
EMP12730,Diya Trivedi,45,Employee_45,HR,102707,6514,12328,1861,3619,78145,15973,4404,10017,5603,2216,15256,10097,38720,14754,High
EMP12731,Kavya Chaudhary,21,Employee_21,HR,83088,5717,9971,1197,4032,61820,11019,6518,6441,4808,4554,3708,12005,33230,13775,High
EMP12732,Manish Yadav,18,Employee_18,Sales,70573,6215,8415,2346,3600,48409,12137,7196,7651,1880,2056,9474,2071,30873,8035,Medium
EMP12733,Arjun Trivedi,38,Employee_37,Tech,82717,12389,9997,2511,1754,56313,8691,4365,13158,2580,4606,15577,1399,33574,6917,Medium
EMP12734,Vivaan Patel,45,Employee_45,HR,102815,6344,12242,1853,3585,77947,16234,4412,10102,5687,2173,15343,9900,38381,14549,High
EMP12735,Aditya Reddy,32,Employee_32,Sales,69678,9945,8257,1189,1596,47538,9443,3982,14687,1798,3932,7323,5573,33634,2542,Low
EMP12736,Ishaan Chaudhary,37,Employee_36,Marketing,34252,2896,4243,2843,796,23674,19796,5931,3690,6611,2044,5194,7001,38037,-25693,Low
EMP12737,Arjun Singh,17,Employee_17,Tech,46829,5415,5495,2934,1830,31675,9280,7320,14363,6044,2734,8979,9758,39634,-27735,Low
EMP12738,Riya Kulkarni,35,Employee_35,Tech,44268,2476,5335,2821,1707,33116,13813,3330,13606,4017,3396,6752,8071,38177,-20953,Low
EMP12739,Aadhya Mishra,49,Employee_49,Marketing,95814,8677,11268,1283,535,72652,19685,3883,12701,4420,1938,7930,14082,42442,9306,Medium
EMP12740,Amit Pandey,11,Employee_11,HR,97347,9665,11525,2560,849,72500,18892,3865,2551,6102,1643,15747,10880,33430,11414,High
EMP12741,Krishna Singh,21,Employee_21,HR,83945,5644,9827,1178,4017,62304,10927,6456,6728,4766,4551,3679,12008,33269,13513,High
EMP12742,Rahul Gupta,26,Employee_26,Marketing,69848,4866,8264,1103,4955,49760,6145,5558,970,1461,3399,17403,9386,17059,4396,Medium
EMP12743,Sneha Khan,4,Employee_4,Sales,50075,3458,5957,2573,3226,34771,6924,3720,6129,1791,2452,13029,10861,21011,-10274,Low
EMP12744,Pooja Patel,34,Employee_34,HR,66679,3598,7951,1713,1573,51963,15239,5175,2651,4649,3236,15916,10110,31071,-4451,Low
EMP12745,Vivaan Pandey,49,Employee_48,Finance,36764,2693,4450,1953,1122,26564,12325,6401,14390,6127,3305,8386,12769,43084,-37946,Low
EMP12746,Sai Pandey,19,Employee_18,Sales,70385,6404,8438,2364,3591,49453,12264,7250,7284,2048,2026,9214,2015,30389,7755,Medium
EMP12747,Aditya Saxena,41,Employee_40,Marketing,82411,6798,9795,2785,998,61600,17676,5308,5812,6300,3116,15110,12049,38033,-3579,Low
EMP12748,Neha Bansal,35,Employee_35,Tech,43916,2685,5338,2829,1766,31900,13925,3255,13684,3993,3395,6814,8222,38211,-20837,Low
EMP12749,Vivaan Kapoor,41,Employee_41,Sales,73901,10565,8732,1252,2643,50709,7887,7768,4352,1186,1458,16290,6594,22882,4217,Medium
EMP12750,Amit Agarwal,29,Employee_29,Sales,56455,6626,6820,1635,2437,38932,9388,6284,2131,6406,3645,11856,8690,28079,-8994,Low
EMP12751,Kavya Kulkarni,29,Employee_29,Sales,56371,6689,6762,1621,2438,38992,9467,6276,2128,6447,3636,11867,8420,28061,-9345,Low
EMP12752,Aarav Kapoor,38,Employee_38,Finance,73726,9477,8696,1853,2519,51537,9452,4278,12853,6686,1458,14621,1627,34878,723,Low
EMP12753,Krishna Kapoor,42,Employee_42,Marketing,87844,9724,10405,2013,1391,63217,11362,7740,3161,3115,1201,16239,1247,26428,19607,High
EMP12754,Neha Malhotra,21,Employee_21,HR,83681,5746,10031,1187,3968,62804,10798,6513,6735,4877,4503,3650,12226,33652,13555,High
EMP12755,Neha Verma,42,Employee_42,Marketing,87769,9622,10436,2061,1476,62629,11428,7778,3279,3065,1213,16331,991,26343,20671,High
EMP12756,Diya Trivedi,13,Employee_13,Tech,65177,8270,7683,1700,1419,46833,9475,6607,2271,4682,947,10764,9216,24639,1425,Low
EMP12757,Shaurya Saxena,49,Employee_49,Marketing,94937,8555,11343,1319,556,72879,19548,3859,12718,4507,1933,7822,13956,42399,8871,Medium
EMP12758,Riya Chaudhary,41,Employee_41,Sales,73541,10605,8792,1254,2628,50326,8260,7725,4064,1284,1442,16273,6523,23080,4265,Medium
EMP12759,Ishaan Mehta,17,Employee_17,Tech,45944,5461,5762,2922,1831,30294,9065,7352,14296,5978,2718,8686,9923,39176,-28239,Low
EMP12760,Arjun Sharma,9,Employee_9,Tech,81541,6246,10034,1437,3143,62086,8367,7086,6350,6198,2885,6610,5478,31128,19373,High
EMP12761,Riya Mehta,41,Employee_41,Sales,73068,10580,8783,1259,2640,50503,7914,7810,4324,1319,1470,16243,6470,22434,4951,Medium
EMP12762,Riya Singh,1,Employee_1,Marketing,113421,7100,13686,2500,2697,87850,9123,4811,2165,1859,3735,19998,2506,21523,43549,High
EMP12763,Myra Patel,2,Employee_2,Marketing,85444,4614,10412,1196,2282,67249,9014,7158,9718,1176,3315,8347,12712,30312,15125,High
EMP12764,Arjun Kulkarni,47,Employee_48,Finance,36430,2656,4379,1995,1123,25892,12344,6475,14405,6212,3342,8499,12807,42795,-37333,Low
EMP12765,Krishna Nair,29,Employee_29,Sales,55504,6466,6799,1641,2402,39406,9385,6247,1967,6457,3670,11804,8613,27732,-9832,Low
EMP12766,Aditya Singh,33,Employee_33,Finance,108490,7792,13167,1712,2184,84180,15997,5215,8199,4999,2023,3746,2415,36634,41014,High
EMP12767,Pooja Bansal,10,Employee_10,Tech,62328,7809,7366,2087,2664,41390,17253,7809,7166,5756,2601,13804,4425,40344,-16150,Low
EMP12768,Krishna Sharma,50,Employee_50,Marketing,91738,4997,10871,1493,1417,71289,12717,4061,13192,4723,3764,19453,10388,38137,4382,Medium
EMP12769,Myra Iyer,40,Employee_40,Marketing,82344,6888,9791,2765,1094,61694,17888,5231,5614,6235,3076,15220,12183,37606,-4465,Low
EMP12770,Sara Arora,21,Employee_21,HR,82829,5738,10029,1181,3987,61657,10914,6490,6884,4740,4557,3593,11989,33483,12591,High
EMP12771,Rahul Bansal,27,Employee_28,Sales,104520,7683,12398,2231,819,81095,15606,3593,6601,6413,3376,19256,6191,35548,19966,High
EMP12772,Nikhil Gupta,11,Employee_11,HR,97407,9387,11578,2555,886,72324,18992,3947,2614,6176,1644,16039,10890,33290,12454,High
EMP12773,Aadhya Rana,34,Employee_34,HR,65034,3276,7950,1690,1530,51800,15395,5134,2781,4718,3271,16095,10119,31437,-6184,Low
EMP12774,Amit Sharma,9,Employee_8,Sales,50661,5034,6249,1550,2320,35881,16028,5617,13734,1475,1926,2749,14119,39055,-19882,Low
EMP12775,Anika Jain,21,Employee_22,Tech,38550,3434,4660,1658,1401,26366,9093,4628,3066,5456,2844,6513,8008,24855,-11774,Low
EMP12776,Karan Chopra,8,Employee_8,Sales,51418,4890,6100,1536,2250,37348,16171,5624,13851,1429,1941,3086,13753,39111,-18825,Low
EMP12777,Vihaan Thakur,49,Employee_49,Marketing,95359,8321,11304,1286,517,72426,19703,3848,12860,4546,1858,7904,14181,42841,7629,Medium
EMP12778,Vivaan Yadav,15,Employee_15,Sales,100243,14589,12056,2881,4807,65853,4933,7934,5279,4970,1031,5881,6977,24286,29983,High
EMP12779,Amit Trivedi,17,Employee_17,Tech,47240,5391,5487,2944,1868,30529,9207,7367,14221,6083,2715,9024,9910,40063,-27315,Low
EMP12780,Vivaan Sethi,22,Employee_23,HR,66100,6334,8017,2787,1127,48270,12350,7560,1634,1381,3697,19735,14696,26662,-12749,Low
EMP12781,Aarav Arora,24,Employee_24,Tech,42328,5846,5131,2730,2359,26214,7792,6291,8036,4945,1887,15257,1836,28944,-19441,Low
EMP12782,Aarav Jain,45,Employee_45,HR,101773,6427,12266,1862,3574,78075,16136,4450,10169,5628,2164,15408,10057,38758,15080,High
EMP12783,Manish Saxena,20,Employee_19,HR,32454,3620,3933,1458,2228,21073,5208,3536,11606,6230,1236,9259,2202,27591,-18496,Low
EMP12784,Ishaan Jain,5,Employee_5,Tech,35610,4339,4283,2122,1506,22380,11296,3598,8961,3480,4449,13896,10460,31504,-32547,Low
EMP12785,Aditya Thakur,32,Employee_32,Sales,69530,9780,8446,1177,1621,47669,9284,3845,14858,1862,4030,6993,5474,33730,2093,Low
EMP12786,Nikhil Iyer,43,Employee_44,Sales,117004,15670,14145,2489,2930,81607,13453,5534,10939,4327,2359,15377,12317,36400,17887,High
EMP12787,Aditya Reddy,1,Employee_1,Marketing,113145,7008,13668,2502,2715,87573,8963,4776,2479,1939,3733,20023,2448,21880,43198,High
EMP12788,Aadhya Chaudhary,23,Employee_23,HR,66881,6435,8080,2797,1155,48943,12147,7525,1694,1439,3662,19709,14775,26278,-13375,Low
EMP12789,Aarav Saxena,37,Employee_37,Tech,82315,12364,9860,2554,1740,56162,8951,4336,13231,2384,4585,15477,1566,33477,7036,Medium
EMP12790,Nikhil Verma,8,Employee_8,Sales,51262,5003,6006,1540,2299,36612,16233,5689,13746,1383,1978,3095,14151,38920,-20356,Low
EMP12791,Rohit Patel,13,Employee_13,Tech,64286,8102,7870,1696,1373,45471,9910,6576,2510,4755,1069,10640,9241,24391,1849,Low
EMP12792,Anika Sethi,8,Employee_8,Sales,52552,4905,6080,1524,2348,35684,16218,5657,14021,1506,1947,2979,14218,38849,-19538,Low
EMP12793,Rahul Patel,24,Employee_23,HR,66598,6462,8049,2775,1132,48169,12243,7509,1520,1470,3660,19689,14677,26341,-12018,Low
EMP12794,Sanjay Malhotra,43,Employee_43,Sales,100969,11932,12002,2903,2124,71489,11136,6512,1181,6520,4769,13088,11081,30027,17206,High
EMP12795,Sai Saxena,1,Employee_1,Marketing,112028,7062,13543,2525,2779,86598,9113,4881,2355,1787,3737,19895,2388,21682,43624,High
EMP12796,Riya Joshi,46,Employee_45,HR,102322,6396,12368,1865,3649,78646,16098,4394,10294,5673,2202,15546,9933,38704,15756,High
EMP12797,Priya Kapoor,24,Employee_24,Tech,43104,6013,5229,2759,2453,24833,7617,6302,7762,4908,1880,15030,1788,28680,-18776,Low
EMP12798,Sanjay Agarwal,35,Employee_35,Tech,44086,2561,5385,2798,1660,31608,14081,3307,13636,4037,3369,6844,8249,38500,-20432,Low
EMP12799,Vivaan Sharma,24,Employee_24,Tech,43290,6066,5129,2738,2427,26743,7671,6315,7903,4856,1839,15074,2163,28686,-19894,Low
EMP12800,Arjun Sharma,17,Employee_17,Tech,47526,5318,5568,2921,1907,30018,9272,7430,14039,5875,2788,8855,9856,39769,-27746,Low
EMP12801,Arjun Agarwal,4,Employee_5,Tech,35300,4222,4192,2083,1532,23350,11263,3605,9295,3380,4392,13736,10472,31999,-32062,Low
EMP12802,Karan Joshi,20,Employee_20,Finance,71688,4031,8727,1457,2799,55393,16223,7050,3405,5394,1537,17588,4959,33433,306,Low
EMP12803,Amit Thakur,22,Employee_21,HR,83884,5647,10023,1206,3972,62387,10903,6517,6860,4832,4564,3546,12110,33265,14474,High
EMP12804,Rahul Pillai,40,Employee_40,Marketing,82128,6637,9856,2756,1089,62008,17572,5307,5861,6240,3158,15342,12188,38355,-2670,Low
EMP12805,Karan Bansal,31,Employee_31,Marketing,61955,5466,7437,1318,4081,42985,18627,7384,11675,3428,3523,19148,1068,44573,-22350,Low
EMP12806,Nikhil Mishra,46,Employee_46,Tech,70400,5479,8383,1857,3082,51039,12524,6582,7253,6467,1889,18711,8774,34878,-11677,Low
EMP12807,Aarav Khan,37,Employee_36,Marketing,35659,2819,4184,2846,890,25375,19798,5988,3225,6501,2007,5533,6652,37596,-25012,Low
EMP12808,Arjun Yadav,10,Employee_11,HR,97038,9443,11614,2552,907,72614,19155,3898,2546,6132,1651,15968,10744,33189,12520,High
EMP12809,Vivaan Kulkarni,15,Employee_15,Sales,100656,14679,12073,2884,4828,66693,4857,7889,5375,5055,1091,5641,6869,24424,29018,High
EMP12810,Sanjay Mishra,18,Employee_19,HR,33224,3556,3880,1449,2280,21747,4996,3547,11629,6248,1215,9470,1972,27629,-17320,Low
EMP12811,Diya Malhotra,7,Employee_7,Tech,50975,4530,6214,1419,2749,36864,16400,3558,9909,6205,1703,19417,13083,37901,-33888,Low
EMP12812,Karan Bansal,28,Employee_28,Sales,105687,7753,12386,2220,836,81541,15187,3747,7093,6484,3424,19306,6280,35577,20834,High
EMP12813,Amit Verma,43,Employee_43,Sales,101135,11766,12107,2914,2109,71982,11127,6527,1079,6523,4777,12593,10909,29996,18285,High
EMP12814,Nikhil Arora,5,Employee_5,Tech,34264,4265,4186,2115,1506,24190,11419,3617,9112,3431,4378,13995,10526,31681,-32410,Low
EMP12815,Pooja Chaudhary,5,Employee_5,Tech,34577,4232,4326,2106,1494,23698,11286,3646,9078,3333,4399,13822,10367,31488,-31503,Low
EMP12816,Karan Thakur,30,Employee_30,HR,39495,2073,4751,2293,1245,29605,6176,7426,3712,4985,2044,6244,6755,24370,-8522,Low
EMP12817,Sai Pillai,32,Employee_32,Sales,68465,10024,8154,1178,1594,48766,9396,3937,14674,1883,4018,7022,5412,33893,1002,Low
EMP12818,Riya Patel,8,Employee_8,Sales,50968,5022,6024,1533,2340,36670,16279,5704,14178,1369,1886,3238,14253,39028,-19200,Low
EMP12819,Sneha Kapoor,10,Employee_10,Tech,62032,7936,7474,2130,2642,41920,17386,7807,6949,5779,2665,13927,4462,40434,-17241,Low
EMP12820,Riya Arora,38,Employee_38,Finance,72799,9347,8770,1844,2514,51558,9351,4252,12982,6747,1410,14714,1561,34676,-851,Low
EMP12821,Deepak Agarwal,48,Employee_47,HR,116984,6788,13890,2059,3178,89977,6492,4852,11303,3555,1996,8555,3351,27908,51515,High
EMP12822,Myra Bansal,31,Employee_32,Sales,69005,10012,8372,1215,1573,49097,9140,3963,14484,1883,4001,6994,5485,33826,2020,Low
EMP12823,Myra Trivedi,47,Employee_48,Finance,37255,2728,4397,1956,1095,25722,12507,6417,14670,6274,3387,8481,12661,42853,-38124,Low
EMP12824,Anika Malhotra,28,Employee_28,Sales,104612,7789,12615,2212,778,81441,15161,3683,6689,6402,3331,19284,6041,35419,20310,High
EMP12825,Sai Patel,16,Employee_17,Tech,46830,5146,5669,2897,1869,30451,9167,7363,14402,5933,2813,8716,9854,39833,-27381,Low
EMP12826,Diya Sethi,31,Employee_31,Marketing,62001,5589,7408,1349,4073,43283,18416,7430,11534,3347,3527,19436,1267,44371,-21684,Low
EMP12827,Neha Kulkarni,8,Employee_8,Sales,49087,5199,6320,1577,2340,37400,16229,5684,13833,1575,1971,3141,14168,38989,-20775,Low
EMP12828,Myra Joshi,41,Employee_40,Marketing,83105,6758,10015,2753,1100,61829,17568,5263,5958,6158,3142,14854,12103,37415,-4083,Low
EMP12829,Rahul Jain,25,Employee_25,Tech,80181,3816,9557,1805,2682,61210,17865,6739,4431,4404,3819,18156,3489,37458,1941,Medium
EMP12830,Amit Patel,10,Employee_9,Tech,83144,6295,9823,1434,3104,61428,8523,7159,6525,6220,2862,6505,5335,31059,18609,High
EMP12831,Priya Mehta,2,Employee_2,Marketing,85204,4390,10278,1193,2309,66711,8940,7198,9939,1229,3280,8366,12929,30231,14684,High
EMP12832,Anika Saxena,15,Employee_15,Sales,101348,14773,12008,2879,4860,66912,4844,7862,5336,4964,1079,5916,7202,24154,28282,High
EMP12833,Sneha Bansal,51,Employee_50,Marketing,90627,4957,10908,1510,1492,72092,12337,4084,13156,4854,3742,19379,10376,38487,3558,Medium
EMP12834,Myra Yadav,3,Employee_3,Sales,84371,6169,10216,2193,2783,63190,18235,3115,12317,2328,3870,15902,6649,39733,1549,Low
EMP12835,Arjun Malhotra,50,Employee_49,Marketing,96160,8349,11319,1332,593,73162,19687,3803,12738,4432,1892,7669,13968,42527,8968,Medium
EMP12836,Sanjay Singh,36,Employee_36,Marketing,34933,2853,4173,2838,828,24526,19819,5839,3587,6723,2037,5348,6878,37535,-24978,Low
EMP12837,Sanjay Jain,5,Employee_4,Sales,50135,3537,5844,2553,3247,35935,6852,3790,6296,1796,2522,13642,10719,20872,-10513,Low
EMP12838,Ishaan Pillai,14,Employee_14,Tech,96821,13480,11590,2795,2958,65357,18786,7169,10049,2587,1612,14199,13593,40386,-1092,Low
EMP12839,Ishaan Mishra,41,Employee_41,Sales,73243,10463,8832,1218,2624,50437,7747,7740,4288,1404,1455,16045,6714,22941,4446,Medium
EMP12840,Krishna Chaudhary,41,Employee_41,Sales,73262,10631,8862,1247,2594,49552,7787,7773,4332,1209,1473,16161,6521,22597,4083,Medium
EMP12841,Nikhil Chaudhary,25,Employee_25,Tech,79200,3959,9542,1792,2690,61264,17844,6772,4817,4589,3849,17995,3649,37955,2483,Medium
EMP12842,Nikhil Verma,49,Employee_50,Marketing,90630,4932,10921,1506,1562,72455,12393,4171,13217,4747,3738,19452,9991,38220,3854,Medium
EMP12843,Sai Trivedi,10,Employee_10,Tech,62116,7587,7356,2098,2662,42373,17248,7757,7017,5768,2603,13508,4540,40279,-17204,Low
EMP12844,Amit Pillai,21,Employee_21,HR,84081,5789,10031,1199,3983,62719,10692,6437,6881,4853,4560,3288,12030,33614,12545,High
EMP12845,Amit Thakur,36,Employee_36,Marketing,35726,2811,4163,2827,813,23745,19502,5912,3258,6595,2029,5169,6812,37582,-24964,Low
EMP12846,Anika Chopra,12,Employee_12,Marketing,79555,6974,9755,1945,4849,56516,9178,7497,14083,1110,3787,5682,12240,35514,3603,Medium
EMP12847,Sanjay Yadav,27,Employee_27,HR,50668,2885,6125,2042,1100,38513,18910,4568,1145,5886,1266,9885,7577,31901,-11080,Low
EMP12848,Rahul Das,40,Employee_40,Marketing,82268,6854,9839,2772,1065,61913,17745,5222,5931,6317,3101,15168,11993,37862,-3588,Low
EMP12849,Arjun Chaudhary,1,Employee_2,Marketing,84802,4763,10171,1200,2235,67124,8933,7080,10084,1206,3232,8548,12731,30580,16444,High
